tick	day	month	year	population	births	deaths	deaths_starvation	deaths_old_age	deaths_bycatch
33792	704	12	2	1999	0	0	0	0	0
33840	705	12	2	2000	1	0	0	0	0
33888	706	12	2	2000	1	0	0	0	0
33936	707	12	2	2000	1	0	0	0	0
33984	708	12	2	2000	1	0	0	0	0
34032	709	12	2	2000	1	0	0	0	0
34080	710	12	2	2000	1	0	0	0	0
34128	711	12	2	2000	1	0	0	0	0
34176	712	12	2	2000	1	0	0	0	0
34224	713	12	2	2000	1	0	0	0	0
34272	714	12	2	2000	1	0	0	0	0
34320	715	12	2	2000	1	0	0	0	0
34368	716	12	2	2000	1	0	0	0	0
34416	717	12	2	2000	1	0	0	0	0
34464	718	12	2	2000	1	0	0	0	0
34512	719	12	2	2000	1	0	0	0	0
34560	720	1	3	2000	0	0	0	0	0
