tick	day	month	year	population	births	deaths	deaths_starvation	deaths_old_age	deaths_bycatch
46272	964	9	3	1998	0	0	0	0	0
46320	965	9	3	1998	0	0	0	0	0
46368	966	9	3	1998	0	0	0	0	0
46416	967	9	3	1998	0	0	0	0	0
46464	968	9	3	1998	0	0	0	0	0
46512	969	9	3	1998	0	0	0	0	0
46560	970	9	3	1998	0	0	0	0	0
46608	971	9	3	1998	0	0	0	0	0
46656	972	9	3	1998	0	0	0	0	0
46704	973	9	3	1998	0	0	0	0	0
46752	974	9	3	1998	0	0	0	0	0
46800	975	9	3	1998	0	0	0	0	0
46848	976	9	3	1998	0	0	0	0	0
46896	977	9	3	1998	0	0	0	0	0
46944	978	9	3	1998	0	0	0	0	0
46992	979	9	3	1998	0	0	0	0	0
47040	980	9	3	1998	0	0	0	0	0
47088	981	9	3	1998	0	0	0	0	0
47136	982	9	3	1998	0	0	0	0	0
47184	983	9	3	1998	0	0	0	0	0
47232	984	9	3	1998	0	0	0	0	0
47280	985	9	3	1998	0	0	0	0	0
47328	986	9	3	1998	0	0	0	0	0
47376	987	9	3	1998	0	0	0	0	0
47424	988	9	3	1998	0	0	0	0	0
47472	989	9	3	1998	0	0	0	0	0
47520	990	10	3	1998	0	0	0	0	0
47568	991	10	3	1998	0	0	0	0	0
47616	992	10	3	1998	0	0	0	0	0
47664	993	10	3	1998	0	0	0	0	0
47712	994	10	3	1998	0	0	0	0	0
47760	995	10	3	1998	0	0	0	0	0
47808	996	10	3	1998	0	0	0	0	0
47856	997	10	3	1998	0	0	0	0	0
47904	998	10	3	1998	0	0	0	0	0
47952	999	10	3	1998	0	0	0	0	0
48000	1000	10	3	1998	0	0	0	0	0
48048	1001	10	3	1998	0	0	0	0	0
48096	1002	10	3	1998	0	0	0	0	0
48144	1003	10	3	1997	0	1	1	0	0
48192	1004	10	3	1997	0	1	1	0	0
48240	1005	10	3	1997	0	1	1	0	0
48288	1006	10	3	1997	0	1	1	0	0
48336	1007	10	3	1997	0	1	1	0	0
48384	1008	10	3	1997	0	1	1	0	0
48432	1009	10	3	1997	0	1	1	0	0
48480	1010	10	3	1997	0	1	1	0	0
48528	1011	10	3	1997	0	1	1	0	0
48576	1012	10	3	1997	0	1	1	0	0
48624	1013	10	3	1997	0	1	1	0	0
48672	1014	10	3	1997	0	1	1	0	0
48720	1015	10	3	1997	0	1	1	0	0
48768	1016	10	3	1997	0	1	1	0	0
48816	1017	10	3	1997	0	1	1	0	0
48864	1018	10	3	1997	0	1	1	0	0
48912	1019	10	3	1997	0	1	1	0	0
48960	1020	11	3	1997	0	0	0	0	0
49008	1021	11	3	1997	0	0	0	0	0
49056	1022	11	3	1997	0	0	0	0	0
49104	1023	11	3	1997	0	0	0	0	0
49152	1024	11	3	1997	0	0	0	0	0
49200	1025	11	3	1997	0	0	0	0	0
49248	1026	11	3	1997	0	0	0	0	0
49296	1027	11	3	1997	0	0	0	0	0
49344	1028	11	3	1997	0	0	0	0	0
49392	1029	11	3	1997	0	0	0	0	0
49440	1030	11	3	1997	0	0	0	0	0
49488	1031	11	3	1997	0	0	0	0	0
49536	1032	11	3	1997	0	0	0	0	0
49584	1033	11	3	1997	0	0	0	0	0
49632	1034	11	3	1997	0	0	0	0	0
49680	1035	11	3	1997	0	0	0	0	0
49728	1036	11	3	1997	0	0	0	0	0
49776	1037	11	3	1997	0	0	0	0	0
49824	1038	11	3	1997	0	0	0	0	0
49872	1039	11	3	1997	0	0	0	0	0
49920	1040	11	3	1997	0	0	0	0	0
49968	1041	11	3	1997	0	0	0	0	0
50016	1042	11	3	1997	0	0	0	0	0
50064	1043	11	3	1997	0	0	0	0	0
50112	1044	11	3	1997	0	0	0	0	0
50160	1045	11	3	1997	0	0	0	0	0
50208	1046	11	3	1997	0	0	0	0	0
50256	1047	11	3	1997	0	0	0	0	0
50304	1048	11	3	1997	0	0	0	0	0
50352	1049	11	3	1997	0	0	0	0	0
50400	1050	12	3	1997	0	0	0	0	0
50448	1051	12	3	1997	0	0	0	0	0
50496	1052	12	3	1997	0	0	0	0	0
50544	1053	12	3	1997	0	0	0	0	0
50592	1054	12	3	1997	0	0	0	0	0
50640	1055	12	3	1997	0	0	0	0	0
50688	1056	12	3	1997	0	0	0	0	0
50736	1057	12	3	1997	0	0	0	0	0
50784	1058	12	3	1997	0	0	0	0	0
50832	1059	12	3	1997	0	0	0	0	0
50880	1060	12	3	1997	0	0	0	0	0
50928	1061	12	3	1997	0	0	0	0	0
50976	1062	12	3	1997	0	0	0	0	0
51024	1063	12	3	1997	0	0	0	0	0
51072	1064	12	3	1997	0	0	0	0	0
51120	1065	12	3	1997	0	0	0	0	0
51168	1066	12	3	1997	0	0	0	0	0
51216	1067	12	3	1997	0	0	0	0	0
51264	1068	12	3	1997	0	0	0	0	0
51312	1069	12	3	1997	0	0	0	0	0
51360	1070	12	3	1997	0	0	0	0	0
51408	1071	12	3	1997	0	0	0	0	0
51456	1072	12	3	1997	0	0	0	0	0
51504	1073	12	3	1998	1	0	0	0	0
51552	1074	12	3	1999	2	0	0	0	0
51600	1075	12	3	1999	2	0	0	0	0
51648	1076	12	3	1999	2	0	0	0	0
51696	1077	12	3	1999	2	0	0	0	0
51744	1078	12	3	2000	3	0	0	0	0
51792	1079	12	3	2000	3	0	0	0	0
51840	1080	1	4	2000	0	0	0	0	0
51888	1081	1	4	2000	0	0	0	0	0
51936	1082	1	4	2000	0	0	0	0	0
51984	1083	1	4	2000	0	0	0	0	0
52032	1084	1	4	2000	0	0	0	0	0
52080	1085	1	4	2000	0	0	0	0	0
52128	1086	1	4	2000	0	0	0	0	0
52176	1087	1	4	2000	0	0	0	0	0
52224	1088	1	4	2000	0	0	0	0	0
52272	1089	1	4	2000	0	0	0	0	0
52320	1090	1	4	2000	0	0	0	0	0
52368	1091	1	4	2000	0	0	0	0	0
52416	1092	1	4	2000	0	0	0	0	0
52464	1093	1	4	2000	0	0	0	0	0
52512	1094	1	4	2000	0	0	0	0	0
52560	1095	1	4	2000	0	0	0	0	0
52608	1096	1	4	2000	0	0	0	0	0
52656	1097	1	4	2000	0	0	0	0	0
52704	1098	1	4	2000	0	0	0	0	0
52752	1099	1	4	2000	0	0	0	0	0
52800	1100	1	4	2000	0	0	0	0	0
52848	1101	1	4	2000	0	0	0	0	0
52896	1102	1	4	2000	1	1	1	0	0
52944	1103	1	4	2000	1	1	1	0	0
52992	1104	1	4	2000	1	1	1	0	0
53040	1105	1	4	2000	1	1	1	0	0
53088	1106	1	4	2000	1	1	1	0	0
53136	1107	1	4	2000	1	1	1	0	0
53184	1108	1	4	2000	1	1	1	0	0
53232	1109	1	4	2000	1	1	1	0	0
53280	1110	2	4	2000	0	0	0	0	0
53328	1111	2	4	2000	0	0	0	0	0
53376	1112	2	4	2000	0	0	0	0	0
53424	1113	2	4	2000	0	0	0	0	0
53472	1114	2	4	2000	0	0	0	0	0
53520	1115	2	4	2000	0	0	0	0	0
53568	1116	2	4	2000	0	0	0	0	0
53616	1117	2	4	2000	0	0	0	0	0
53664	1118	2	4	2000	0	0	0	0	0
53712	1119	2	4	2000	0	0	0	0	0
53760	1120	2	4	2000	0	0	0	0	0
53808	1121	2	4	2000	0	0	0	0	0
53856	1122	2	4	2000	0	0	0	0	0
53904	1123	2	4	2000	0	0	0	0	0
53952	1124	2	4	2000	0	0	0	0	0
54000	1125	2	4	2000	0	0	0	0	0
54048	1126	2	4	2000	0	0	0	0	0
54096	1127	2	4	2000	0	0	0	0	0
54144	1128	2	4	2000	0	0	0	0	0
54192	1129	2	4	2000	0	0	0	0	0
54240	1130	2	4	2000	0	0	0	0	0
54288	1131	2	4	2000	0	0	0	0	0
54336	1132	2	4	2000	0	0	0	0	0
54384	1133	2	4	2000	0	0	0	0	0
54432	1134	2	4	2000	0	0	0	0	0
54480	1135	2	4	2000	0	0	0	0	0
54528	1136	2	4	2000	0	0	0	0	0
54576	1137	2	4	2000	0	0	0	0	0
54624	1138	2	4	2000	0	0	0	0	0
54672	1139	2	4	2000	0	0	0	0	0
54720	1140	3	4	2000	0	0	0	0	0
54768	1141	3	4	2000	0	0	0	0	0
54816	1142	3	4	2000	0	0	0	0	0
54864	1143	3	4	2000	0	0	0	0	0
54912	1144	3	4	2000	0	0	0	0	0
54960	1145	3	4	2000	0	0	0	0	0
55008	1146	3	4	2000	0	0	0	0	0
55056	1147	3	4	2000	0	0	0	0	0
55104	1148	3	4	2000	0	0	0	0	0
55152	1149	3	4	2000	0	0	0	0	0
55200	1150	3	4	2000	0	0	0	0	0
55248	1151	3	4	2000	0	0	0	0	0
55296	1152	3	4	2000	0	0	0	0	0
55344	1153	3	4	2000	0	0	0	0	0
55392	1154	3	4	2000	0	0	0	0	0
55440	1155	3	4	2000	0	0	0	0	0
55488	1156	3	4	1999	0	1	1	0	0
55536	1157	3	4	2000	1	1	1	0	0
55584	1158	3	4	2000	1	1	1	0	0
55632	1159	3	4	2000	1	1	1	0	0
55680	1160	3	4	2000	1	1	1	0	0
55728	1161	3	4	2000	1	1	1	0	0
55776	1162	3	4	2000	1	1	1	0	0
55824	1163	3	4	2000	1	1	1	0	0
55872	1164	3	4	2000	1	1	1	0	0
55920	1165	3	4	2000	1	1	1	0	0
55968	1166	3	4	2000	1	1	1	0	0
56016	1167	3	4	2000	1	1	1	0	0
56064	1168	3	4	2000	1	1	1	0	0
56112	1169	3	4	2000	1	1	1	0	0
56160	1170	4	4	2000	0	0	0	0	0
56208	1171	4	4	2000	0	0	0	0	0
56256	1172	4	4	2000	0	0	0	0	0
56304	1173	4	4	2000	0	0	0	0	0
56352	1174	4	4	2000	0	0	0	0	0
56400	1175	4	4	2000	0	0	0	0	0
56448	1176	4	4	2000	0	0	0	0	0
56496	1177	4	4	2000	0	0	0	0	0
56544	1178	4	4	2000	0	0	0	0	0
56592	1179	4	4	2000	0	0	0	0	0
56640	1180	4	4	2000	0	0	0	0	0
56688	1181	4	4	2000	0	0	0	0	0
56736	1182	4	4	2000	0	0	0	0	0
56784	1183	4	4	2000	0	0	0	0	0
56832	1184	4	4	2000	0	0	0	0	0
56880	1185	4	4	2000	0	0	0	0	0
56928	1186	4	4	2000	0	0	0	0	0
56976	1187	4	4	2000	0	0	0	0	0
57024	1188	4	4	2000	0	0	0	0	0
57072	1189	4	4	2000	0	0	0	0	0
57120	1190	4	4	2000	0	0	0	0	0
57168	1191	4	4	2000	0	0	0	0	0
57216	1192	4	4	2000	0	0	0	0	0
57264	1193	4	4	2000	0	0	0	0	0
57312	1194	4	4	2000	0	0	0	0	0
57360	1195	4	4	2000	0	0	0	0	0
57408	1196	4	4	2000	0	0	0	0	0
57456	1197	4	4	2000	0	0	0	0	0
57504	1198	4	4	2000	0	0	0	0	0
57552	1199	4	4	2000	0	0	0	0	0
57600	1200	5	4	2000	0	0	0	0	0
57648	1201	5	4	2000	0	0	0	0	0
57696	1202	5	4	2000	0	0	0	0	0
57744	1203	5	4	2000	0	0	0	0	0
57792	1204	5	4	2000	0	0	0	0	0
57840	1205	5	4	2000	0	0	0	0	0
57888	1206	5	4	2000	0	0	0	0	0
57936	1207	5	4	2000	0	0	0	0	0
57984	1208	5	4	2000	0	0	0	0	0
58032	1209	5	4	2000	0	0	0	0	0
58080	1210	5	4	2000	0	0	0	0	0
58128	1211	5	4	2000	0	0	0	0	0
58176	1212	5	4	2000	0	0	0	0	0
58224	1213	5	4	2000	0	0	0	0	0
58272	1214	5	4	2000	0	0	0	0	0
58320	1215	5	4	2000	0	0	0	0	0
58368	1216	5	4	2000	0	0	0	0	0
58416	1217	5	4	2000	0	0	0	0	0
58464	1218	5	4	2000	0	0	0	0	0
58512	1219	5	4	2000	0	0	0	0	0
58560	1220	5	4	2000	0	0	0	0	0
58608	1221	5	4	2000	0	0	0	0	0
58656	1222	5	4	2000	0	0	0	0	0
58704	1223	5	4	2000	0	0	0	0	0
58752	1224	5	4	2000	0	0	0	0	0
58800	1225	5	4	2000	0	0	0	0	0
58848	1226	5	4	2000	0	0	0	0	0
58896	1227	5	4	2000	0	0	0	0	0
58944	1228	5	4	2000	0	0	0	0	0
58992	1229	5	4	2000	0	0	0	0	0
59040	1230	6	4	2000	0	0	0	0	0
59088	1231	6	4	2000	0	0	0	0	0
59136	1232	6	4	2000	0	0	0	0	0
59184	1233	6	4	2000	0	0	0	0	0
59232	1234	6	4	2000	0	0	0	0	0
59280	1235	6	4	2000	0	0	0	0	0
59328	1236	6	4	2000	0	0	0	0	0
59376	1237	6	4	2000	0	0	0	0	0
59424	1238	6	4	2000	0	0	0	0	0
59472	1239	6	4	2000	0	0	0	0	0
59520	1240	6	4	2000	0	0	0	0	0
59568	1241	6	4	2000	0	0	0	0	0
59616	1242	6	4	2000	0	0	0	0	0
59664	1243	6	4	2000	0	0	0	0	0
59712	1244	6	4	2000	0	0	0	0	0
59760	1245	6	4	2000	0	0	0	0	0
59808	1246	6	4	2000	0	0	0	0	0
59856	1247	6	4	2000	0	0	0	0	0
59904	1248	6	4	2000	0	0	0	0	0
59952	1249	6	4	2000	0	0	0	0	0
60000	1250	6	4	2000	0	0	0	0	0
60048	1251	6	4	2000	0	0	0	0	0
60096	1252	6	4	2000	0	0	0	0	0
60144	1253	6	4	2000	0	0	0	0	0
60192	1254	6	4	2000	0	0	0	0	0
60240	1255	6	4	2000	0	0	0	0	0
60288	1256	6	4	2000	0	0	0	0	0
60336	1257	6	4	1999	0	1	1	0	0
60384	1258	6	4	1999	0	1	1	0	0
60432	1259	6	4	1999	0	1	1	0	0
60480	1260	7	4	1999	0	0	0	0	0
60528	1261	7	4	1999	0	0	0	0	0
60576	1262	7	4	1999	0	0	0	0	0
60624	1263	7	4	1999	0	0	0	0	0
60672	1264	7	4	1999	0	0	0	0	0
60720	1265	7	4	1999	0	0	0	0	0
60768	1266	7	4	1999	0	0	0	0	0
60816	1267	7	4	1999	0	0	0	0	0
60864	1268	7	4	1999	0	0	0	0	0
60912	1269	7	4	1999	0	0	0	0	0
60960	1270	7	4	1999	0	0	0	0	0
61008	1271	7	4	1999	0	0	0	0	0
61056	1272	7	4	1999	0	0	0	0	0
61104	1273	7	4	1999	0	0	0	0	0
61152	1274	7	4	1999	0	0	0	0	0
61200	1275	7	4	1999	0	0	0	0	0
61248	1276	7	4	1999	0	0	0	0	0
61296	1277	7	4	1999	0	0	0	0	0
61344	1278	7	4	1999	0	0	0	0	0
61392	1279	7	4	1999	0	0	0	0	0
61440	1280	7	4	1999	0	0	0	0	0
61488	1281	7	4	1999	0	0	0	0	0
61536	1282	7	4	1999	0	0	0	0	0
61584	1283	7	4	1999	0	0	0	0	0
61632	1284	7	4	1999	0	0	0	0	0
61680	1285	7	4	1999	0	0	0	0	0
61728	1286	7	4	1999	0	0	0	0	0
61776	1287	7	4	1999	0	0	0	0	0
61824	1288	7	4	1999	0	0	0	0	0
61872	1289	7	4	1999	0	0	0	0	0
61920	1290	8	4	1999	0	0	0	0	0
61968	1291	8	4	1999	0	0	0	0	0
62016	1292	8	4	1999	0	0	0	0	0
62064	1293	8	4	1999	0	0	0	0	0
62112	1294	8	4	1999	0	0	0	0	0
62160	1295	8	4	1999	0	0	0	0	0
62208	1296	8	4	1999	0	0	0	0	0
62256	1297	8	4	1999	0	0	0	0	0
62304	1298	8	4	1999	0	0	0	0	0
62352	1299	8	4	1999	0	0	0	0	0
62400	1300	8	4	1999	0	0	0	0	0
62448	1301	8	4	1999	0	0	0	0	0
62496	1302	8	4	1999	0	0	0	0	0
62544	1303	8	4	1999	0	0	0	0	0
62592	1304	8	4	1999	0	0	0	0	0
62640	1305	8	4	1999	0	0	0	0	0
62688	1306	8	4	1999	0	0	0	0	0
62736	1307	8	4	1999	0	0	0	0	0
62784	1308	8	4	1999	0	0	0	0	0
62832	1309	8	4	1999	0	0	0	0	0
62880	1310	8	4	1999	0	0	0	0	0
62928	1311	8	4	1999	0	0	0	0	0
62976	1312	8	4	1999	0	0	0	0	0
63024	1313	8	4	1999	0	0	0	0	0
63072	1314	8	4	1999	0	0	0	0	0
63120	1315	8	4	1999	0	0	0	0	0
63168	1316	8	4	1999	0	0	0	0	0
63216	1317	8	4	1999	0	0	0	0	0
63264	1318	8	4	1999	0	0	0	0	0
63312	1319	8	4	1999	0	0	0	0	0
63360	1320	9	4	1999	0	0	0	0	0
63408	1321	9	4	1999	0	0	0	0	0
63456	1322	9	4	1999	0	0	0	0	0
63504	1323	9	4	1999	0	0	0	0	0
63552	1324	9	4	1999	0	0	0	0	0
63600	1325	9	4	1999	0	0	0	0	0
63648	1326	9	4	1999	0	0	0	0	0
63696	1327	9	4	1999	0	0	0	0	0
63744	1328	9	4	1999	0	0	0	0	0
63792	1329	9	4	1999	0	0	0	0	0
63840	1330	9	4	1999	0	0	0	0	0
63888	1331	9	4	1999	0	0	0	0	0
63936	1332	9	4	1999	0	0	0	0	0
63984	1333	9	4	1999	0	0	0	0	0
64032	1334	9	4	1999	0	0	0	0	0
64080	1335	9	4	1999	0	0	0	0	0
64128	1336	9	4	1999	0	0	0	0	0
64176	1337	9	4	1999	0	0	0	0	0
64224	1338	9	4	1999	0	0	0	0	0
64272	1339	9	4	1999	0	0	0	0	0
64320	1340	9	4	1999	0	0	0	0	0
64368	1341	9	4	1998	0	1	1	0	0
64416	1342	9	4	1998	0	1	1	0	0
64464	1343	9	4	1998	0	1	1	0	0
64512	1344	9	4	1998	0	1	1	0	0
64560	1345	9	4	1998	0	1	1	0	0
64608	1346	9	4	1998	0	1	1	0	0
64656	1347	9	4	1998	0	1	1	0	0
64704	1348	9	4	1998	0	1	1	0	0
64752	1349	9	4	1998	0	1	1	0	0
64800	1350	10	4	1998	0	0	0	0	0
64848	1351	10	4	1998	0	0	0	0	0
64896	1352	10	4	1998	0	0	0	0	0
64944	1353	10	4	1998	0	0	0	0	0
64992	1354	10	4	1998	0	0	0	0	0
65040	1355	10	4	1998	0	0	0	0	0
65088	1356	10	4	1998	0	0	0	0	0
65136	1357	10	4	1998	0	0	0	0	0
65184	1358	10	4	1998	0	0	0	0	0
65232	1359	10	4	1998	0	0	0	0	0
65280	1360	10	4	1998	0	0	0	0	0
65328	1361	10	4	1998	0	0	0	0	0
65376	1362	10	4	1998	0	0	0	0	0
65424	1363	10	4	1998	0	0	0	0	0
65472	1364	10	4	1998	0	0	0	0	0
65520	1365	10	4	1998	0	0	0	0	0
65568	1366	10	4	1998	0	0	0	0	0
65616	1367	10	4	1998	0	0	0	0	0
65664	1368	10	4	1998	0	0	0	0	0
65712	1369	10	4	1998	0	0	0	0	0
65760	1370	10	4	1998	0	0	0	0	0
65808	1371	10	4	1998	0	0	0	0	0
65856	1372	10	4	1998	0	0	0	0	0
65904	1373	10	4	1998	0	0	0	0	0
65952	1374	10	4	1998	0	0	0	0	0
66000	1375	10	4	1998	0	0	0	0	0
66048	1376	10	4	1998	0	0	0	0	0
66096	1377	10	4	1998	0	0	0	0	0
66144	1378	10	4	1998	0	0	0	0	0
66192	1379	10	4	1998	0	0	0	0	0
66240	1380	11	4	1998	0	0	0	0	0
66288	1381	11	4	1998	0	0	0	0	0
66336	1382	11	4	1998	0	0	0	0	0
66384	1383	11	4	1998	0	0	0	0	0
66432	1384	11	4	1998	0	0	0	0	0
66480	1385	11	4	1998	0	0	0	0	0
66528	1386	11	4	1998	0	0	0	0	0
66576	1387	11	4	1998	0	0	0	0	0
66624	1388	11	4	1998	0	0	0	0	0
66672	1389	11	4	1998	0	0	0	0	0
66720	1390	11	4	1998	0	0	0	0	0
66768	1391	11	4	1998	0	0	0	0	0
66816	1392	11	4	1998	0	0	0	0	0
66864	1393	11	4	1998	0	0	0	0	0
66912	1394	11	4	1998	0	0	0	0	0
66960	1395	11	4	1998	0	0	0	0	0
67008	1396	11	4	1998	0	0	0	0	0
67056	1397	11	4	1998	0	0	0	0	0
67104	1398	11	4	1998	0	0	0	0	0
67152	1399	11	4	1998	0	0	0	0	0
67200	1400	11	4	1998	0	0	0	0	0
67248	1401	11	4	1998	0	0	0	0	0
67296	1402	11	4	1998	0	0	0	0	0
67344	1403	11	4	1998	0	0	0	0	0
67392	1404	11	4	1998	0	0	0	0	0
67440	1405	11	4	1998	0	0	0	0	0
67488	1406	11	4	1998	0	0	0	0	0
67536	1407	11	4	1998	0	0	0	0	0
67584	1408	11	4	1998	0	0	0	0	0
67632	1409	11	4	1998	0	0	0	0	0
67680	1410	12	4	1998	0	0	0	0	0
67728	1411	12	4	1998	0	0	0	0	0
67776	1412	12	4	1998	0	0	0	0	0
67824	1413	12	4	1998	0	0	0	0	0
67872	1414	12	4	1998	0	0	0	0	0
67920	1415	12	4	1998	0	0	0	0	0
67968	1416	12	4	1998	0	0	0	0	0
68016	1417	12	4	1998	0	0	0	0	0
68064	1418	12	4	1998	0	0	0	0	0
68112	1419	12	4	1998	0	0	0	0	0
68160	1420	12	4	1998	0	0	0	0	0
68208	1421	12	4	1998	0	0	0	0	0
68256	1422	12	4	1998	0	0	0	0	0
68304	1423	12	4	1997	0	1	1	0	0
68352	1424	12	4	1997	0	1	1	0	0
68400	1425	12	4	1997	0	1	1	0	0
68448	1426	12	4	1997	0	1	1	0	0
68496	1427	12	4	1997	0	1	1	0	0
68544	1428	12	4	1997	0	1	1	0	0
68592	1429	12	4	1997	0	1	1	0	0
68640	1430	12	4	1997	0	1	1	0	0
68688	1431	12	4	1997	0	1	1	0	0
68736	1432	12	4	1997	0	1	1	0	0
68784	1433	12	4	1997	0	1	1	0	0
68832	1434	12	4	1997	0	1	1	0	0
68880	1435	12	4	1997	0	1	1	0	0
68928	1436	12	4	1997	0	1	1	0	0
68976	1437	12	4	1997	0	1	1	0	0
69024	1438	12	4	1997	0	1	1	0	0
69072	1439	12	4	1998	1	1	1	0	0
69120	1440	1	5	1998	0	0	0	0	0
69168	1441	1	5	1998	0	0	0	0	0
69216	1442	1	5	1998	0	0	0	0	0
69264	1443	1	5	1998	0	0	0	0	0
69312	1444	1	5	1998	0	0	0	0	0
69360	1445	1	5	1998	0	0	0	0	0
69408	1446	1	5	1998	0	0	0	0	0
69456	1447	1	5	1998	0	0	0	0	0
69504	1448	1	5	1998	0	0	0	0	0
69552	1449	1	5	2000	2	0	0	0	0
69600	1450	1	5	2000	2	0	0	0	0
69648	1451	1	5	2000	2	0	0	0	0
69696	1452	1	5	2000	2	0	0	0	0
69744	1453	1	5	2000	2	0	0	0	0
69792	1454	1	5	2000	2	0	0	0	0
69840	1455	1	5	2000	2	0	0	0	0
69888	1456	1	5	2000	2	0	0	0	0
69936	1457	1	5	2000	2	0	0	0	0
69984	1458	1	5	2000	2	0	0	0	0
70032	1459	1	5	2000	2	0	0	0	0
70080	1460	1	5	2000	2	0	0	0	0
70128	1461	1	5	2000	2	0	0	0	0
70176	1462	1	5	2000	2	0	0	0	0
70224	1463	1	5	2000	2	0	0	0	0
70272	1464	1	5	2000	2	0	0	0	0
70320	1465	1	5	2000	2	0	0	0	0
70368	1466	1	5	2000	2	0	0	0	0
70416	1467	1	5	2000	2	0	0	0	0
70464	1468	1	5	2000	2	0	0	0	0
70512	1469	1	5	2000	2	0	0	0	0
70560	1470	2	5	2000	0	0	0	0	0
70608	1471	2	5	2000	0	0	0	0	0
70656	1472	2	5	2000	0	0	0	0	0
70704	1473	2	5	2000	0	0	0	0	0
70752	1474	2	5	2000	0	0	0	0	0
70800	1475	2	5	2000	0	0	0	0	0
70848	1476	2	5	2000	0	0	0	0	0
70896	1477	2	5	2000	0	0	0	0	0
70944	1478	2	5	2000	0	0	0	0	0
70992	1479	2	5	2000	0	0	0	0	0
71040	1480	2	5	2000	0	0	0	0	0
71088	1481	2	5	2000	0	0	0	0	0
71136	1482	2	5	2000	0	0	0	0	0
71184	1483	2	5	2000	0	0	0	0	0
71232	1484	2	5	2000	0	0	0	0	0
71280	1485	2	5	2000	0	0	0	0	0
71328	1486	2	5	2000	0	0	0	0	0
71376	1487	2	5	2000	0	0	0	0	0
71424	1488	2	5	2000	0	0	0	0	0
71472	1489	2	5	2000	0	0	0	0	0
71520	1490	2	5	2000	0	0	0	0	0
71568	1491	2	5	2000	0	0	0	0	0
71616	1492	2	5	2000	0	0	0	0	0
71664	1493	2	5	2000	0	0	0	0	0
71712	1494	2	5	2000	0	0	0	0	0
71760	1495	2	5	2000	0	0	0	0	0
71808	1496	2	5	2000	0	0	0	0	0
71856	1497	2	5	2000	0	0	0	0	0
71904	1498	2	5	2000	0	0	0	0	0
71952	1499	2	5	2000	0	0	0	0	0
72000	1500	3	5	2000	0	0	0	0	0
72048	1501	3	5	2000	0	0	0	0	0
72096	1502	3	5	2000	0	0	0	0	0
72144	1503	3	5	2000	0	0	0	0	0
72192	1504	3	5	2000	0	0	0	0	0
72240	1505	3	5	2000	0	0	0	0	0
72288	1506	3	5	2000	0	0	0	0	0
72336	1507	3	5	2000	0	0	0	0	0
72384	1508	3	5	2000	0	0	0	0	0
72432	1509	3	5	2000	1	1	1	0	0
72480	1510	3	5	2000	1	1	1	0	0
72528	1511	3	5	2000	1	1	1	0	0
72576	1512	3	5	2000	1	1	1	0	0
72624	1513	3	5	2000	1	1	1	0	0
72672	1514	3	5	2000	1	1	1	0	0
72720	1515	3	5	2000	1	1	1	0	0
72768	1516	3	5	2000	1	1	1	0	0
72816	1517	3	5	2000	1	1	1	0	0
72864	1518	3	5	2000	1	1	1	0	0
72912	1519	3	5	2000	1	1	1	0	0
72960	1520	3	5	2000	1	1	1	0	0
73008	1521	3	5	2000	1	1	1	0	0
73056	1522	3	5	2000	1	1	1	0	0
73104	1523	3	5	2000	1	1	1	0	0
73152	1524	3	5	2000	1	1	1	0	0
73200	1525	3	5	2000	1	1	1	0	0
73248	1526	3	5	2000	1	1	1	0	0
73296	1527	3	5	2000	1	1	1	0	0
73344	1528	3	5	2000	1	1	1	0	0
73392	1529	3	5	2000	1	1	1	0	0
73440	1530	4	5	2000	0	0	0	0	0
73488	1531	4	5	2000	0	0	0	0	0
73536	1532	4	5	2000	0	0	0	0	0
73584	1533	4	5	2000	0	0	0	0	0
73632	1534	4	5	2000	0	0	0	0	0
73680	1535	4	5	2000	0	0	0	0	0
73728	1536	4	5	2000	0	0	0	0	0
73776	1537	4	5	2000	0	0	0	0	0
73824	1538	4	5	2000	0	0	0	0	0
73872	1539	4	5	2000	0	0	0	0	0
73920	1540	4	5	2000	0	0	0	0	0
73968	1541	4	5	2000	0	0	0	0	0
74016	1542	4	5	2000	0	0	0	0	0
74064	1543	4	5	2000	0	0	0	0	0
74112	1544	4	5	2000	0	0	0	0	0
74160	1545	4	5	2000	0	0	0	0	0
74208	1546	4	5	2000	0	0	0	0	0
74256	1547	4	5	2000	0	0	0	0	0
74304	1548	4	5	2000	0	0	0	0	0
74352	1549	4	5	2000	0	0	0	0	0
74400	1550	4	5	2000	0	0	0	0	0
74448	1551	4	5	2000	0	0	0	0	0
74496	1552	4	5	2000	0	0	0	0	0
74544	1553	4	5	2000	0	0	0	0	0
74592	1554	4	5	2000	0	0	0	0	0
74640	1555	4	5	2000	0	0	0	0	0
74688	1556	4	5	2000	0	0	0	0	0
74736	1557	4	5	2000	0	0	0	0	0
74784	1558	4	5	2000	0	0	0	0	0
74832	1559	4	5	2000	0	0	0	0	0
74880	1560	5	5	2000	0	0	0	0	0
74928	1561	5	5	2000	0	0	0	0	0
74976	1562	5	5	2000	0	0	0	0	0
75024	1563	5	5	2000	0	0	0	0	0
75072	1564	5	5	2000	0	0	0	0	0
75120	1565	5	5	2000	0	0	0	0	0
75168	1566	5	5	2000	0	0	0	0	0
75216	1567	5	5	2000	0	0	0	0	0
75264	1568	5	5	2000	0	0	0	0	0
75312	1569	5	5	2000	0	0	0	0	0
75360	1570	5	5	2000	0	0	0	0	0
75408	1571	5	5	2000	0	0	0	0	0
