tick	day	mean_energy	std_energy	min_energy	max_energy	pct_hungry	pct_starving
22848	476	15.88	1.01	3.92	18.23	0.3	0.1
22896	477	15.87	1.02	3.77	18.07	0.3	0.1
22944	478	15.85	1.02	3.62	18.26	0.3	0.1
22992	479	15.84	1.03	3.47	18.26	0.3	0.1
23040	480	15.83	1.03	3.32	18.25	0.3	0.1
23088	481	15.79	1.03	3.13	18.16	0.2	0.1
23136	482	15.75	1.03	2.93	18.12	0.2	0.1
23184	483	15.71	1.04	2.75	18.13	0.3	0.1
23232	484	15.67	1.04	2.66	18.04	0.3	0.1
23280	485	15.64	1.04	2.73	17.90	0.3	0.1
23328	486	15.60	1.05	2.88	17.88	0.3	0.1
23376	487	15.56	1.06	3.16	18.13	0.5	0.1
23424	488	15.53	1.06	3.53	18.06	0.5	0.1
23472	489	15.49	1.07	3.72	17.93	0.5	0.1
23520	490	15.46	1.07	4.10	17.98	0.5	0.1
23568	491	15.42	1.08	3.91	17.91	0.5	0.1
23616	492	15.39	1.09	3.68	17.87	0.5	0.1
23664	493	15.36	1.10	3.46	17.75	0.5	0.1
23712	494	15.33	1.11	3.24	18.01	0.6	0.1
23760	495	15.30	1.12	3.03	18.01	0.6	0.1
23808	496	15.28	1.14	2.81	17.91	0.5	0.1
23856	497	15.25	1.15	2.60	17.75	0.5	0.1
23904	498	15.22	1.17	2.40	17.71	0.5	0.1
23952	499	15.20	1.19	2.18	17.76	0.5	0.1
24000	500	15.18	1.21	1.96	17.81	0.5	0.1
24048	501	15.15	1.23	1.74	17.89	0.5	0.1
24096	502	15.13	1.25	1.52	17.85	0.5	0.1
24144	503	15.11	1.26	1.29	17.79	0.6	0.1
24192	504	15.09	1.28	1.07	17.82	0.6	0.1
24240	505	15.07	1.29	0.85	17.76	0.6	0.1
24288	506	15.06	1.31	0.62	17.67	0.6	0.2
24336	507	15.04	1.32	0.40	17.76	0.6	0.2
24384	508	15.03	1.34	0.18	17.71	0.6	0.2
24432	509	15.02	1.35	0.00	17.93	0.6	0.2
24480	510	15.00	1.36	0.00	17.87	0.5	0.2
24528	511	14.99	1.37	0.00	17.70	0.6	0.2
24576	512	14.97	1.39	0.00	17.83	0.6	0.3
24624	513	14.96	1.39	0.66	17.65	0.6	0.3
24672	514	14.95	1.40	0.89	17.73	0.5	0.3
24720	515	14.94	1.41	1.70	17.70	0.6	0.3
24768	516	14.93	1.42	1.70	17.68	0.7	0.3
24816	517	14.92	1.43	1.49	17.64	0.7	0.3
24864	518	14.92	1.44	1.29	17.79	0.7	0.3
24912	519	14.91	1.44	1.07	17.75	0.7	0.3
24960	520	14.91	1.45	0.84	17.58	0.7	0.3
25008	521	14.90	1.46	0.61	17.74	0.7	0.3
25056	522	14.90	1.47	0.39	17.82	0.7	0.3
25104	523	14.89	1.48	0.18	17.65	0.8	0.3
25152	524	14.89	1.48	0.00	17.64	0.9	0.2
25200	525	14.89	1.49	0.00	17.78	1.0	0.2
25248	526	14.89	1.49	0.00	17.67	1.1	0.2
25296	527	14.89	1.49	0.05	17.66	1.1	0.2
25344	528	14.90	1.49	0.71	17.61	1.2	0.2
25392	529	14.91	1.50	0.90	17.79	1.2	0.2
25440	530	14.91	1.50	1.12	17.69	1.2	0.2
25488	531	14.91	1.51	0.93	17.86	1.2	0.2
25536	532	14.92	1.51	0.74	18.24	1.5	0.2
25584	533	14.92	1.52	0.54	18.23	1.5	0.2
25632	534	14.93	1.52	0.37	18.40	1.5	0.2
25680	535	14.93	1.52	0.18	18.33	1.7	0.2
25728	536	14.94	1.52	0.01	18.23	1.7	0.3
25776	537	14.94	1.53	0.00	18.14	1.7	0.3
25824	538	14.95	1.52	0.00	18.20	1.6	0.2
25872	539	14.96	1.48	0.00	18.41	1.5	0.2
25920	540	14.97	1.49	0.00	18.43	1.5	0.2
25968	541	14.97	1.48	0.15	18.23	1.4	0.2
26016	542	14.97	1.48	0.32	18.19	1.4	0.2
26064	543	14.97	1.48	0.76	18.10	1.2	0.2
26112	544	14.97	1.48	1.18	17.92	1.2	0.2
26160	545	14.98	1.48	1.37	18.04	1.2	0.2
26208	546	14.98	1.48	1.62	18.03	1.2	0.3
26256	547	14.98	1.48	1.34	17.84	1.2	0.3
26304	548	14.98	1.48	1.06	17.73	1.2	0.3
26352	549	14.98	1.48	0.79	17.90	1.2	0.3
26400	550	14.98	1.49	0.52	17.84	1.3	0.3
26448	551	14.98	1.50	0.24	17.91	1.4	0.3
26496	552	14.98	1.50	0.08	17.73	1.4	0.4
26544	553	14.98	1.50	0.10	17.79	1.3	0.4
26592	554	14.98	1.51	0.00	17.90	1.3	0.4
26640	555	14.97	1.51	0.00	17.73	1.2	0.4
26688	556	14.98	1.52	0.01	17.95	1.2	0.4
26736	557	14.97	1.53	0.05	17.98	1.2	0.4
26784	558	14.97	1.53	0.13	18.26	1.2	0.4
26832	559	14.97	1.54	0.64	18.24	1.2	0.4
26880	560	14.96	1.55	1.25	18.12	1.2	0.4
26928	561	14.96	1.55	1.34	17.99	1.2	0.4
26976	562	14.95	1.56	1.41	17.97	1.2	0.4
27024	563	14.95	1.57	1.30	17.79	1.2	0.4
27072	564	14.95	1.58	1.08	17.72	1.3	0.4
27120	565	14.94	1.58	0.86	17.83	1.3	0.4
27168	566	14.94	1.59	0.63	17.89	1.3	0.4
27216	567	14.93	1.60	0.40	17.72	1.4	0.4
27264	568	14.92	1.61	0.17	17.75	1.4	0.4
27312	569	14.92	1.62	0.00	17.65	1.3	0.4
27360	570	14.91	1.62	0.00	17.65	1.4	0.4
27408	571	14.91	1.62	0.00	18.03	1.4	0.4
27456	572	14.90	1.62	0.00	17.85	1.5	0.4
27504	573	14.90	1.63	0.00	17.74	1.6	0.4
27552	574	14.89	1.63	0.00	17.77	1.6	0.4
27600	575	14.89	1.64	0.04	18.00	1.6	0.3
27648	576	14.88	1.64	0.10	18.09	1.6	0.3
27696	577	14.88	1.65	0.18	17.91	1.6	0.3
27744	578	14.88	1.65	0.18	17.86	1.7	0.3
27792	579	14.87	1.66	0.24	17.73	1.8	0.3
27840	580	14.87	1.66	0.24	17.70	1.8	0.4
27888	581	14.87	1.66	0.31	17.62	1.7	0.3
27936	582	14.87	1.65	0.72	17.68	1.8	0.3
27984	583	14.87	1.65	0.85	17.79	1.8	0.4
28032	584	14.86	1.66	1.13	17.78	1.8	0.4
28080	585	14.86	1.65	1.49	17.79	1.8	0.5
28128	586	14.86	1.65	1.57	17.99	1.8	0.5
28176	587	14.86	1.65	1.71	17.81	1.8	0.5
28224	588	14.86	1.65	1.49	17.89	1.8	0.5
28272	589	14.85	1.65	1.28	17.85	1.8	0.4
28320	590	14.85	1.65	1.07	17.81	1.9	0.4
28368	591	14.85	1.64	0.85	17.71	1.9	0.3
28416	592	14.85	1.64	0.63	17.75	1.9	0.3
28464	593	14.85	1.64	0.42	17.58	1.9	0.3
28512	594	14.85	1.64	0.20	17.84	1.9	0.3
28560	595	14.84	1.65	0.00	17.76	1.9	0.3
28608	596	14.84	1.65	0.00	17.75	1.9	0.3
28656	597	14.84	1.65	0.00	17.97	1.8	0.3
28704	598	14.84	1.66	0.00	17.86	1.8	0.3
28752	599	14.84	1.66	0.00	17.76	1.7	0.3
28800	600	14.84	1.67	0.30	17.59	1.6	0.4
28848	601	14.84	1.68	0.47	17.65	1.6	0.5
28896	602	14.86	1.68	0.16	17.79	1.6	0.5
28944	603	14.87	1.69	0.00	17.76	1.6	0.6
28992	604	14.89	1.69	0.00	17.66	1.4	0.6
29040	605	14.90	1.70	0.00	17.74	1.4	0.6
29088	606	14.92	1.71	0.00	17.91	1.4	0.6
29136	607	14.92	1.72	0.04	17.74	1.5	0.7
29184	608	14.94	1.73	0.31	17.86	1.5	0.7
29232	609	14.95	1.74	0.32	17.89	1.5	0.7
29280	610	14.97	1.74	0.39	17.84	1.5	0.7
29328	611	14.98	1.75	0.45	17.77	1.5	0.6
29376	612	14.99	1.75	0.33	17.78	1.5	0.7
29424	613	15.01	1.73	0.74	17.90	1.4	0.6
29472	614	15.02	1.72	0.63	17.94	1.3	0.6
29520	615	15.03	1.72	0.49	17.77	1.4	0.6
29568	616	15.04	1.71	0.38	17.74	1.4	0.6
29616	617	15.05	1.70	0.28	17.68	1.3	0.6
29664	618	15.06	1.69	0.21	17.67	1.3	0.6
29712	619	15.07	1.69	0.23	17.64	1.4	0.6
29760	620	15.08	1.68	0.28	17.78	1.4	0.6
29808	621	15.09	1.67	0.44	17.64	1.4	0.6
29856	622	15.10	1.67	0.56	17.58	1.4	0.6
29904	623	15.11	1.67	0.47	17.82	1.3	0.5
29952	624	15.12	1.66	0.25	17.70	1.3	0.5
30000	625	15.12	1.65	0.03	18.03	1.2	0.5
30048	626	15.13	1.64	0.00	17.99	1.1	0.5
30096	627	15.14	1.63	0.00	17.84	1.1	0.5
30144	628	15.15	1.62	0.00	17.74	1.1	0.5
30192	629	15.15	1.62	0.00	17.66	1.1	0.5
30240	630	15.15	1.61	0.00	17.65	1.1	0.5
30288	631	15.19	1.61	0.00	17.90	1.1	0.5
30336	632	15.22	1.60	0.05	17.76	1.0	0.5
30384	633	15.26	1.59	0.17	17.69	0.9	0.4
30432	634	15.30	1.56	0.30	17.78	0.9	0.4
30480	635	15.35	1.55	0.42	17.83	0.8	0.4
30528	636	15.39	1.53	0.57	17.80	0.9	0.4
30576	637	15.43	1.52	0.53	17.96	0.9	0.4
30624	638	15.48	1.51	0.48	17.95	0.8	0.4
30672	639	15.51	1.49	0.44	17.94	0.8	0.4
30720	640	15.54	1.47	0.40	17.91	0.8	0.4
30768	641	15.57	1.45	0.42	17.93	0.8	0.3
30816	642	15.61	1.43	0.43	18.02	0.8	0.3
30864	643	15.64	1.41	0.51	18.02	0.7	0.3
30912	644	15.67	1.38	0.35	17.88	0.7	0.3
30960	645	15.70	1.36	0.19	17.80	0.7	0.3
31008	646	15.73	1.34	0.04	18.02	0.7	0.3
31056	647	15.75	1.32	0.00	18.00	0.7	0.3
31104	648	15.78	1.30	0.00	17.91	0.7	0.2
31152	649	15.80	1.27	0.00	17.82	0.6	0.2
31200	650	15.82	1.25	0.19	17.91	0.6	0.2
31248	651	15.84	1.23	0.50	17.88	0.6	0.1
31296	652	15.85	1.21	0.72	17.84	0.6	0.1
31344	653	15.87	1.19	1.27	17.80	0.5	0.1
31392	654	15.88	1.16	1.75	17.89	0.5	0.1
31440	655	15.89	1.14	2.71	17.94	0.4	0.1
31488	656	15.91	1.13	3.01	17.92	0.4	0.1
31536	657	15.92	1.11	3.14	17.96	0.3	0.1
31584	658	15.93	1.09	3.41	18.12	0.3	0.1
31632	659	15.94	1.09	3.54	18.09	0.3	0.1
31680	660	15.94	1.07	4.01	18.20	0.3	0.1
31728	661	15.98	1.06	4.26	18.17	0.3	0.1
31776	662	16.02	1.04	4.47	18.24	0.2	0.1
31824	663	16.06	1.03	4.73	18.30	0.2	0.1
31872	664	16.10	1.01	4.90	18.37	0.2	0.1
31920	665	16.14	0.99	5.07	18.24	0.2	0.0
31968	666	16.18	0.97	5.42	18.22	0.2	0.0
32016	667	16.22	0.96	5.87	18.28	0.2	0.0
32064	668	16.25	0.94	6.04	18.15	0.1	0.0
32112	669	16.28	0.92	6.25	18.16	0.1	0.0
32160	670	16.31	0.90	6.41	18.12	0.1	0.0
32208	671	16.34	0.89	6.71	18.11	0.1	0.0
32256	672	16.36	0.87	7.17	18.21	0.1	0.0
32304	673	16.39	0.87	7.35	18.26	0.1	0.0
32352	674	16.41	0.85	7.59	18.23	0.1	0.0
32400	675	16.43	0.84	7.85	18.14	0.1	0.0
32448	676	16.44	0.83	8.02	18.28	0.1	0.0
32496	677	16.46	0.83	8.28	18.29	0.1	0.0
32544	678	16.47	0.82	8.76	18.18	0.1	0.0
32592	679	16.49	0.81	8.93	18.18	0.1	0.0
32640	680	16.50	0.81	9.11	18.39	0.1	0.0
32688	681	16.51	0.80	9.28	18.35	0.1	0.0
32736	682	16.51	0.80	9.53	18.40	0.1	0.0
32784	683	16.52	0.79	9.71	18.36	0.1	0.0
32832	684	16.53	0.79	9.88	18.36	0.1	0.0
32880	685	16.54	0.79	10.05	18.23	0.0	0.0
32928	686	16.55	0.79	10.64	18.26	0.0	0.0
32976	687	16.55	0.79	11.03	18.26	0.0	0.0
33024	688	16.55	0.79	11.16	18.25	0.0	0.0
33072	689	16.55	0.80	11.46	18.24	0.0	0.0
33120	690	16.55	0.80	11.85	18.21	0.0	0.0
33168	691	16.55	0.81	12.08	18.27	0.0	0.0
33216	692	16.55	0.82	12.24	18.47	0.0	0.0
33264	693	16.53	0.82	12.31	18.44	0.0	0.0
33312	694	16.51	0.82	12.38	18.40	0.0	0.0
33360	695	16.49	0.82	12.44	18.36	0.0	0.0
33408	696	16.47	0.82	12.48	18.36	0.0	0.0
33456	697	16.44	0.82	12.46	18.44	0.0	0.0
33504	698	16.42	0.82	12.44	18.39	0.0	0.0
33552	699	16.39	0.82	12.41	18.26	0.0	0.0
33600	700	16.36	0.82	12.32	18.20	0.0	0.0
33648	701	16.33	0.82	12.24	18.30	0.0	0.0
33696	702	16.30	0.83	12.19	18.28	0.0	0.0
33744	703	16.27	0.83	12.07	18.37	0.0	0.0
33792	704	16.25	0.83	12.01	18.24	0.0	0.0
33840	705	16.21	0.84	10.35	18.45	0.0	0.0
33888	706	16.19	0.85	10.59	18.31	0.0	0.0
33936	707	16.16	0.86	10.93	18.25	0.0	0.0
33984	708	16.13	0.86	11.31	18.26	0.0	0.0
34032	709	16.10	0.86	11.51	18.36	0.0	0.0
34080	710	16.07	0.87	11.47	18.46	0.0	0.0
34128	711	16.05	0.87	11.40	18.40	0.0	0.0
34176	712	16.02	0.87	11.32	18.43	0.0	0.0
34224	713	15.99	0.88	11.22	18.50	0.0	0.0
34272	714	15.97	0.88	11.10	18.47	0.0	0.0
34320	715	15.95	0.89	10.95	18.33	0.0	0.0
34368	716	15.92	0.89	10.82	18.20	0.0	0.0
34416	717	15.90	0.92	6.99	18.12	0.1	0.0
34464	718	15.88	0.93	7.18	18.08	0.1	0.0
34512	719	15.86	0.93	7.56	18.05	0.1	0.0
34560	720	15.84	0.94	7.77	18.12	0.1	0.0
34608	721	15.83	0.95	8.00	17.99	0.1	0.0
34656	722	15.81	0.96	8.21	17.97	0.1	0.0
34704	723	15.80	0.97	8.46	18.19	0.1	0.0
34752	724	15.78	0.98	8.72	18.12	0.1	0.0
34800	725	15.77	0.98	9.15	18.10	0.1	0.0
34848	726	15.75	1.00	9.64	18.01	0.2	0.0
34896	727	15.74	1.01	9.89	18.23	0.2	0.0
34944	728	15.72	1.02	9.28	18.10	0.2	0.0
34992	729	15.71	1.04	9.51	18.30	0.3	0.0
35040	730	15.70	1.05	9.31	18.26	0.3	0.0
35088	731	15.69	1.05	9.11	18.24	0.2	0.0
35136	732	15.69	1.05	8.91	18.19	0.1	0.0
35184	733	15.68	1.05	8.73	18.20	0.1	0.0
35232	734	15.68	1.05	8.55	18.32	0.2	0.0
35280	735	15.68	1.05	8.37	18.45	0.2	0.0
35328	736	15.68	1.05	8.32	18.57	0.2	0.0
35376	737	15.68	1.04	8.28	18.60	0.2	0.0
35424	738	15.68	1.04	8.25	18.46	0.2	0.0
35472	739	15.68	1.04	8.23	18.39	0.2	0.0
35520	740	15.69	1.04	8.24	18.41	0.2	0.0
35568	741	15.69	1.03	8.40	18.47	0.2	0.0
35616	742	15.69	1.02	8.57	18.36	0.2	0.0
35664	743	15.69	1.02	8.84	18.22	0.3	0.0
35712	744	15.70	1.01	8.88	18.10	0.3	0.0
35760	745	15.70	1.01	9.07	18.09	0.3	0.0
35808	746	15.70	1.00	9.33	18.04	0.3	0.0
35856	747	15.71	1.00	9.48	18.00	0.2	0.0
35904	748	15.71	0.99	9.47	18.09	0.2	0.0
35952	749	15.72	0.98	9.45	18.24	0.2	0.0
36000	750	15.72	0.98	9.44	18.17	0.2	0.0
36048	751	15.72	0.98	9.48	18.05	0.2	0.0
36096	752	15.73	0.97	9.52	18.20	0.2	0.0
36144	753	15.73	0.96	9.41	18.07	0.2	0.0
36192	754	15.73	0.96	9.27	18.09	0.2	0.0
36240	755	15.74	0.96	9.15	18.05	0.1	0.0
36288	756	15.74	0.95	9.04	18.25	0.1	0.0
36336	757	15.75	0.95	8.88	18.35	0.1	0.0
36384	758	15.76	0.94	8.73	18.21	0.1	0.0
36432	759	15.76	0.94	8.59	18.09	0.1	0.0
36480	760	15.77	0.93	8.45	18.35	0.1	0.0
36528	761	15.77	0.92	8.31	18.30	0.1	0.0
36576	762	15.78	0.92	8.17	18.17	0.1	0.0
36624	763	15.79	0.91	8.03	18.30	0.1	0.0
36672	764	15.79	0.91	7.88	18.17	0.1	0.0
36720	765	15.80	0.90	7.72	18.14	0.1	0.0
36768	766	15.81	0.90	7.57	18.10	0.1	0.0
36816	767	15.81	0.89	7.42	18.07	0.1	0.0
36864	768	15.82	0.88	7.28	17.99	0.1	0.0
36912	769	15.83	0.88	7.11	18.12	0.1	0.0
36960	770	15.84	0.87	6.95	18.14	0.1	0.0
37008	771	15.85	0.86	6.79	18.08	0.1	0.0
37056	772	15.85	0.85	6.72	18.13	0.1	0.0
37104	773	15.86	0.85	6.65	18.29	0.1	0.0
37152	774	15.87	0.85	6.62	18.28	0.1	0.0
37200	775	15.87	0.84	6.56	18.15	0.1	0.0
37248	776	15.88	0.83	6.48	18.03	0.1	0.0
37296	777	15.88	0.83	6.58	18.19	0.1	0.0
37344	778	15.89	0.83	6.65	18.15	0.1	0.0
37392	779	15.90	0.82	6.84	18.12	0.1	0.0
37440	780	15.90	0.81	7.09	18.02	0.1	0.0
37488	781	15.91	0.80	7.35	18.06	0.1	0.0
37536	782	15.95	0.78	7.89	18.19	0.1	0.0
37584	783	15.99	0.77	8.15	18.20	0.1	0.0
37632	784	16.02	0.76	8.41	18.17	0.1	0.0
37680	785	16.06	0.75	8.67	18.23	0.1	0.0
37728	786	16.09	0.74	9.25	18.13	0.1	0.0
37776	787	16.12	0.73	9.51	18.12	0.1	0.0
37824	788	16.15	0.73	9.97	18.09	0.1	0.0
37872	789	16.18	0.72	10.56	18.29	0.0	0.0
37920	790	16.21	0.71	11.65	18.25	0.0	0.0
37968	791	16.23	0.71	11.56	18.29	0.0	0.0
38016	792	16.26	0.70	11.49	18.42	0.0	0.0
38064	793	16.28	0.71	11.42	18.36	0.0	0.0
38112	794	16.31	0.70	11.35	18.33	0.0	0.0
38160	795	16.33	0.70	11.26	18.29	0.0	0.0
38208	796	16.35	0.71	11.17	18.38	0.0	0.0
38256	797	16.37	0.71	11.12	18.28	0.0	0.0
38304	798	16.39	0.71	11.08	18.32	0.0	0.0
38352	799	16.40	0.71	11.04	18.43	0.0	0.0
38400	800	16.41	0.71	11.01	18.29	0.0	0.0
38448	801	16.43	0.71	10.97	18.21	0.0	0.0
38496	802	16.44	0.70	11.01	18.24	0.0	0.0
38544	803	16.45	0.70	11.21	18.27	0.0	0.0
38592	804	16.46	0.70	11.40	18.31	0.0	0.0
38640	805	16.47	0.70	11.72	18.28	0.0	0.0
38688	806	16.48	0.70	11.89	18.37	0.0	0.0
38736	807	16.49	0.70	12.06	18.28	0.0	0.0
38784	808	16.50	0.69	12.45	18.23	0.0	0.0
38832	809	16.50	0.69	12.80	18.25	0.0	0.0
38880	810	16.51	0.69	12.89	18.30	0.0	0.0
38928	811	16.48	0.69	12.85	18.31	0.0	0.0
38976	812	16.45	0.69	12.81	18.38	0.0	0.0
39024	813	16.43	0.69	12.76	18.32	0.0	0.0
39072	814	16.40	0.69	12.74	18.27	0.0	0.0
39120	815	16.38	0.69	12.72	18.29	0.0	0.0
39168	816	16.35	0.69	12.68	18.38	0.0	0.0
39216	817	16.32	0.70	12.65	18.46	0.0	0.0
39264	818	16.29	0.70	12.60	18.40	0.0	0.0
39312	819	16.26	0.70	12.55	18.32	0.0	0.0
39360	820	16.24	0.71	12.51	18.29	0.0	0.0
39408	821	16.21	0.71	12.47	18.23	0.0	0.0
39456	822	16.18	0.72	12.41	18.19	0.0	0.0
39504	823	16.16	0.72	12.33	18.15	0.0	0.0
39552	824	16.13	0.73	12.24	18.00	0.0	0.0
39600	825	16.11	0.73	12.16	18.07	0.0	0.0
39648	826	16.09	0.74	12.06	18.02	0.0	0.0
39696	827	16.07	0.75	11.98	17.96	0.0	0.0
39744	828	16.05	0.76	11.92	17.99	0.0	0.0
39792	829	16.02	0.77	11.87	17.99	0.0	0.0
39840	830	16.01	0.78	11.80	18.24	0.0	0.0
39888	831	15.99	0.79	11.78	18.18	0.0	0.0
39936	832	15.97	0.80	11.79	18.32	0.0	0.0
39984	833	15.95	0.81	11.84	18.29	0.0	0.0
40032	834	15.94	0.82	11.90	18.48	0.0	0.0
40080	835	15.92	0.83	11.96	18.30	0.0	0.0
40128	836	15.90	0.83	12.10	18.14	0.0	0.0
40176	837	15.89	0.84	12.31	18.33	0.0	0.0
40224	838	15.87	0.85	12.14	18.29	0.0	0.0
40272	839	15.85	0.86	11.97	18.13	0.0	0.0
40320	840	15.84	0.87	11.87	18.45	0.0	0.0
40368	841	15.80	0.88	11.68	18.52	0.0	0.0
40416	842	15.76	0.89	11.53	18.31	0.0	0.0
40464	843	15.72	0.90	11.37	18.13	0.0	0.0
40512	844	15.68	0.91	11.23	18.15	0.0	0.0
40560	845	15.64	0.92	11.11	18.09	0.0	0.0
40608	846	15.60	0.94	11.01	18.10	0.0	0.0
40656	847	15.56	0.94	10.83	18.07	0.0	0.0
40704	848	15.53	0.96	10.66	18.02	0.0	0.0
40752	849	15.49	0.97	10.54	18.12	0.0	0.0
40800	850	15.46	0.98	10.41	18.25	0.0	0.0
40848	851	15.43	0.99	10.27	18.17	0.0	0.0
40896	852	15.40	1.01	10.12	18.02	0.0	0.0
40944	853	15.37	1.02	9.93	17.89	0.1	0.0
40992	854	15.34	1.03	9.75	17.89	0.1	0.0
41040	855	15.31	1.04	9.56	17.79	0.2	0.0
41088	856	15.28	1.06	9.36	17.80	0.2	0.0
41136	857	15.25	1.07	9.15	17.81	0.2	0.0
41184	858	15.23	1.09	8.94	17.75	0.2	0.0
41232	859	15.20	1.10	8.72	17.73	0.2	0.0
41280	860	15.18	1.12	8.50	17.77	0.2	0.0
41328	861	15.15	1.13	8.28	17.89	0.2	0.0
41376	862	15.13	1.15	8.06	17.97	0.3	0.0
41424	863	15.11	1.17	7.85	18.01	0.4	0.0
41472	864	15.09	1.19	7.65	17.83	0.4	0.0
41520	865	15.07	1.20	7.45	17.90	0.4	0.0
41568	866	15.06	1.21	7.25	17.88	0.4	0.0
41616	867	15.04	1.23	7.05	17.98	0.4	0.0
41664	868	15.03	1.25	6.84	17.80	0.4	0.0
41712	869	15.02	1.26	6.65	17.85	0.5	0.0
41760	870	15.00	1.27	6.45	17.76	0.4	0.0
41808	871	14.99	1.28	6.25	17.69	0.4	0.0
41856	872	14.98	1.29	6.04	17.54	0.4	0.0
41904	873	14.97	1.30	5.85	17.77	0.5	0.0
41952	874	14.96	1.31	5.65	17.76	0.6	0.0
42000	875	14.96	1.32	5.44	17.78	0.6	0.0
42048	876	14.95	1.33	5.25	17.79	0.7	0.0
42096	877	14.95	1.34	5.04	17.84	0.7	0.0
42144	878	14.94	1.35	4.83	17.85	0.7	0.1
42192	879	14.93	1.36	4.61	17.77	0.7	0.1
42240	880	14.93	1.37	4.40	17.87	0.7	0.1
42288	881	14.93	1.38	4.19	17.85	0.7	0.1
42336	882	14.93	1.37	5.76	17.86	0.8	0.0
42384	883	14.93	1.39	5.57	17.72	0.8	0.0
42432	884	14.93	1.40	5.36	17.75	0.9	0.0
42480	885	14.93	1.40	5.16	17.61	1.0	0.0
42528	886	14.92	1.41	4.96	17.62	1.0	0.1
42576	887	14.93	1.42	4.75	17.71	1.1	0.1
42624	888	14.92	1.44	4.54	17.72	1.1	0.1
42672	889	14.92	1.45	4.31	17.62	1.1	0.1
42720	890	14.92	1.46	4.09	17.87	1.1	0.1
42768	891	14.91	1.46	3.88	17.70	1.2	0.1
42816	892	14.91	1.47	3.67	17.73	1.2	0.2
42864	893	14.90	1.48	3.48	17.73	1.2	0.2
42912	894	14.90	1.50	3.28	17.69	1.3	0.2
42960	895	14.89	1.51	3.09	17.67	1.4	0.2
43008	896	14.89	1.52	2.89	17.97	1.4	0.2
43056	897	14.89	1.53	2.68	17.93	1.4	0.2
43104	898	14.89	1.54	2.48	17.90	1.4	0.2
43152	899	14.89	1.55	2.28	17.72	1.4	0.3
43200	900	14.88	1.57	2.08	17.92	1.4	0.3
43248	901	14.88	1.58	1.87	17.94	1.6	0.3
43296	902	14.88	1.59	1.65	17.95	1.6	0.3
43344	903	14.87	1.60	1.41	18.15	1.5	0.3
43392	904	14.87	1.61	1.10	18.01	1.7	0.3
43440	905	14.86	1.62	0.78	17.83	1.7	0.3
43488	906	14.86	1.63	0.45	17.92	1.7	0.3
43536	907	14.86	1.64	0.13	17.81	1.8	0.3
43584	908	14.85	1.64	0.00	17.90	1.9	0.3
43632	909	14.84	1.65	0.00	17.77	1.9	0.4
43680	910	14.84	1.66	0.00	17.85	1.9	0.4
43728	911	14.83	1.66	0.00	17.87	1.8	0.4
43776	912	14.83	1.68	0.00	17.74	1.8	0.4
43824	913	14.83	1.69	0.00	17.81	1.9	0.4
43872	914	14.82	1.70	0.02	17.86	1.9	0.5
43920	915	14.82	1.71	0.10	17.93	1.9	0.5
43968	916	14.81	1.72	0.17	17.76	1.9	0.5
44016	917	14.81	1.74	0.04	17.85	2.0	0.5
44064	918	14.80	1.75	0.03	17.68	2.0	0.5
44112	919	14.80	1.76	0.05	17.66	2.0	0.5
44160	920	14.80	1.74	0.17	17.66	2.0	0.5
44208	921	14.79	1.76	0.31	17.61	2.2	0.5
44256	922	14.79	1.77	0.07	17.76	2.3	0.5
44304	923	14.78	1.78	0.00	17.93	2.2	0.5
44352	924	14.77	1.80	0.00	17.87	2.4	0.5
44400	925	14.75	1.82	0.00	17.85	2.4	0.5
44448	926	14.75	1.84	0.00	17.67	2.4	0.5
44496	927	14.74	1.85	0.00	17.71	2.5	0.6
44544	928	14.73	1.87	0.00	17.56	2.6	0.7
44592	929	14.72	1.88	0.17	17.62	2.7	0.7
44640	930	14.72	1.89	0.56	17.85	2.8	0.7
44688	931	14.71	1.91	0.57	17.82	2.8	0.7
44736	932	14.71	1.92	0.39	17.92	2.8	0.8
44784	933	14.70	1.93	0.23	17.99	2.8	0.7
44832	934	14.69	1.94	0.06	18.08	2.8	0.7
44880	935	14.69	1.92	0.00	18.19	2.8	0.7
44928	936	14.69	1.93	0.00	18.00	2.8	0.8
44976	937	14.68	1.94	0.00	17.82	2.8	0.8
45024	938	14.68	1.95	0.07	17.79	2.8	0.7
45072	939	14.67	1.96	0.51	17.66	2.8	0.8
45120	940	14.67	1.97	0.37	17.76	2.8	0.8
45168	941	14.67	1.98	0.03	17.70	2.8	0.8
45216	942	14.66	1.99	0.00	17.91	2.9	0.8
45264	943	14.66	2.00	0.00	17.86	2.9	0.8
45312	944	14.65	2.00	0.00	17.75	2.8	0.9
45360	945	14.65	2.00	0.00	17.80	2.8	0.9
45408	946	14.65	2.01	0.00	17.81	2.9	0.9
45456	947	14.65	2.01	0.00	17.84	2.9	0.9
45504	948	14.65	2.01	0.00	18.05	2.8	1.0
45552	949	14.65	2.02	0.00	18.37	2.8	0.9
45600	950	14.65	2.02	0.00	18.17	2.9	0.9
45648	951	14.64	2.02	0.00	18.09	2.7	0.9
45696	952	14.64	2.02	0.00	18.06	2.7	0.9
45744	953	14.64	2.02	0.00	17.95	2.6	0.9
45792	954	14.64	2.01	0.00	18.16	2.6	0.9
45840	955	14.64	2.01	0.14	17.97	2.6	0.9
45888	956	14.64	1.99	0.27	17.88	2.4	0.9
